24893	13230
-43643	46921
-71199	-59271
-18545	-22628
-71326	69445
27279	58172
65056	32564
-2580	23207
61738	63441
-77813	-23981
-76175	-12614
97177	24188
-8000	-34324
-78399	-52685
-38769	99525
-87323	-96690
-27610	-77763
-74248	-23696
41669	-65479
19349	74403
5394	70981
70187	96618
26776	-74993
-34718	5698
-63672	-95145
-23465	67226
59136	45412
-42164	45216
-80144	-41818
95470	-19413
-89745	-33728
89726	-78732
54309	41680
48917	21318
12336	-61086
36589	-18653
28300	-97982
-71493	63629
43394	-88688
8097	82695
74210	31665
-42669	45837
-14779	25889
-15389	97816
-26969	4834
-27976	-89789
23758	-99959
-78560	48232
-94858	-34711
32193	-53552
-88608	-59827
52712	-70247
-8496	-58197
-85756	27057
60700	-9973
76905	-57464
19850	-82955
96618	72928
89197	64071
56051	89241
-99638	25679
93488	-62628
-15406	-33247
-89329	-45477
45394	-92545
43919	-53089
-89893	48377
42442	-70811
-82243	91076
-86436	-12902
-80644	-1596
66654	-7741
42107	-65382
-84120	71656
-99631	26938
86463	14239
23953	98288
9937	-16799
-81761	35195
-9003	-5121
-29160	-24703
-18181	23851
-24052	25734
-90674	98695
-39793	-43365
66675	-36013
62909	53219
2336	1539
48485	55523
-81575	-72550
10739	66507
24542	-88502
-34065	67333
-15819	1460
-74193	42837
-62145	77400
91780	90741
-9618	9535
18078	64903
-90638	48219
-45845	85912
97707	-64307
95792	41590
75117	-3360
-50604	-4515
-68231	-61787
45512	23159
-97998	70091
25219	4148
-53357	-58754
67057	-88348
29675	-17501
-77698	-37419
28245	42546
82870	17315
-75360	-89931
18815	51541
94598	25611
-8662	-38198
-71530	4357
72416	11886
-99983	-85490
83604	78956
-67789	85922
4260	-83692
-99753	-40317
-6604	-86062
-40993	-68160
-80465	-91445
85579	92984
-587	71492
-13033	20356
9070	-14072
-61024	-59734
-50216	-85880
-5690	45961
26542	-49162
-73752	-70230
-71848	60961
58826	-31829
85810	-92805
-24704	84614
30892	88138
-6337	7289
-27093	-72586
51466	-62347
75017	81369
51503	50441
17230	-34177
-13959	56998
-93721	-58382
79126	-18851
16451	-55751
-35104	-79524
27019	-5439
-45581	95739
-40323	-14433
-65644	-72696
-86720	-95342
-12158	19856
-56593	20991
31288	-14736
40727	-55385
20394	-11623
-75208	46887
-5550	-38335
88895	-79007
112	1981
6756	-43105
-35865	-63636
43304	-93217
69118	23692
-515	-74867
-72857	45127
-35033	-18308
43265	28642
52840	-33726
-85895	-48374
46822	30948
16405	-29644
4195	-51733
-93806	36335
26630	-96612
71301	-23166
-63734	-16509
58259	40614
75850	79621
-70768	-60288
89428	-25882
95401	-45734
-65955	51038
20313	-90217
-76917	-62527
-9958	-15157
-91667	60463
-93448	-37845
-29421	-12838
76490	96981
7419	-94789
39699	44340
-17757	95761
10066	60052
-70252	-46653
85892	-29466
-98969	14838
27785	-7590
75296	-26082
99150	-24604
65346	-21908
17666	40508
541	31945
75734	90583
83543	63395
-46344	81177
-13859	-51043
71416	57337
74660	-60491
-96759	-14661
36849	79842
-86324	-61604
19907	-26733
64748	31444
83199	6803
-9136	42524
19430	-76999
-58624	-93100
4494	1195
50369	24921
98902	93984
8997	-14205
-57370	-45975
-12199	76811
60459	81685
84741	21170
26271	-74093
59246	-32513
-77487	78610
53418	40147
74939	-82770
-1403	-47916
-57020	-29496
58781	80178
-97493	-90653
-27978	8371
70446	97712
-83314	54697
89674	77544
-48428	-84158
-82195	7464
-42826	86466
-55093	-73412
-60019	-59615
2911	-27131
-47514	96890
23415	-50379
-71323	-62194
50751	-95593
38083	89576
23675	61189
-78958	-60498
1697	-70304
-16348	16432
-68966	-94813
2949	-66448
20352	-32694
21181	-35426
-72072	-11503
92608	4509
49523	70418
87086	52325
40248	41107
51752	45185
-96144	-33904
-14538	72600
-60623	53486
90194	-96306
-52332	65959
29456	-28066
-30557	91995
45792	79043
51493	74035
-32174	-96543
-80701	43128
-28162	-71439
-28110	-32427
53679	42088
-91213	87345
-86078	424
-50967	-23401
-37543	222
8788	-46706
8291	-45418
-33381	38000
-83822	-67789
64618	53198
83725	-14647
-31378	49904
20970	65895
42282	50184
-1008	-91028
-22569	-97842
74933	49487
67119	58341
-2126	-70623
-92103	-91338
-46650	-47924
-25618	-73711
13824	-54496
-78186	-82638
-71703	6047
41268	-94968
-93722	-86609
17388	23667
-70339	29675
19942	50889
60643	26348
-1802	63079
4610	-81798
41076	-35733
34010	-73504
16198	-91185
82548	41653
7445	-84923
-21398	10944
-66717	50207
2578	37692
-52900	55563
25012	-54112
-4040	-22350
10511	-62210
45659	71316
57242	-48088
-32364	-50106
-17552	14979
-72758	71285
-38415	73778
-86917	-30553
81967	-8506
3578	-32474
81378	97980
79577	41882
7951	94561
-39173	45502
59658	31343
-30725	44821
40084	98631
-96365	75703
-98247	-96044
-52660	-17618
-60960	-57674
-74038	-32634
-60163	-90291
-19651	50871
8411	-41609
-71792	15075
31484	-52275
-50476	-8510
75395	4928
-49822	39033
-25756	77965
33306	55857
-2726	36187
-60601	-30225
-31715	54280
-96186	-39885
-49279	-98794
-75651	78108
9122	-51793
-68294	53400
10962	8578
12096	-98938
-57533	-73222
43991	-23538
-22179	-54380
79902	-35374
-36765	97619
-70688	-63779
55691	-9765
80318	54061
-9272	-15361
-64775	-27974
44450	-96266
-70706	32560
2042	47572
52027	39412
-51646	42925
-3159	59042
55716	-91337
27640	-12871
-40045	79715
69781	-94137
-12343	-227
-91901	-46772
26044	66539
-93897	-72779
11381	-6810
-51832	-44018
52690	35874
-49532	79040
-95415	29427
86615	-94576
56365	-27862
30392	41106
-85901	5281
30683	-88715
18219	44235
-97367	-57747
-38761	35443
44277	13113
48521	37044
-30683	39360
-20412	50937
-15585	-91649
-81705	-29869
-66662	-49045
67250	-52335
-19546	-95840
65191	-58049
12554	96204
-14405	-51652
644	-31234
30619	87842
-17679	40057
-13461	91136
520	8107
-64825	-9927
-34117	95349
371	8173
-2321	-56423
49390	-71752
-57833	-17376
66187	7395
67470	16625
-33165	8322
-9504	-1539
-63074	-79152
-95884	-3986
-63379	58533
-58237	-6895
41078	32800
41820	13504
-37695	30519
-44407	-91849
33061	50931
80373	3745
-75747	93902
-6971	75094
14325	-66113
-90212	-25831
32488	62629
4259	-74496
-42810	38473
-21484	-19348
-32963	41339
-99062	13620
-86524	99762
99749	-65269
-87163	30041
32615	-97865
39932	7423
-59641	18155
-53797	75396
-63190	-88034
-77494	-8483
-13012	-69436
79911	6864
-17737	-13224
-68506	81068
33846	46051
-76090	46012
-25106	-26968
-10417	-51318
86714	4419
-31287	27264
45999	66397
-15168	-95508
27716	-87107
-51524	18360
-7778	25210
-89380	52711
35369	-15931
-9182	-21171
86817	1857
64588	74081
4450	85900
-89608	-55270
31755	92806
88610	-52509
60214	-70524
53267	77967
-29813	-41916
81819	-25950
-88507	70395
-50887	-31559
-71196	-89013
68734	-83108
37198	-50496
78259	27333
-90377	-71210
-45504	-79997
-49231	48779
-89368	59786
-99268	85257
-50737	-80660
37102	88151
23611	-44714
-74479	-44287
93792	-90471
-93534	39027
-44161	84002
99938	-4529
-31772	79426
59973	-19682
-95994	37383
-82711	-57605
-83851	79819
-88895	72728
19654	1283
30126	-55628
-34120	-63454
57837	-22890
-86981	99901
48749	-37512
81123	-27675
-50103	92647
20948	98813
-74151	50668
22926	-49433
-54316	40662
-54072	-94615
-53169	-37409
-44982	-95554
3372	69818
-76757	-45165
-4660	-13369
-25445	-35467
-99252	-91495
23305	20238
13534	-40377
292	-51758
-71706	40178
-53812	34751
26618	60236
-99770	-75602
50061	27455
-84617	-35666
-48815	32719
-9250	16186
-23143	-39280
27827	19256
56884	-58176
89279	-44216
46287	-42958
67213	-57336
962	9665
-47483	-46061
54164	85182
37637	-35505
5189	-64695
-17749	97783
31842	-57541
-75406	59014
-5286	-52141
-69207	-59835
13980	-40726
40359	-5741
-31614	93878
-11932	-6221
91290	-42945
-39208	-88324
-79950	-90192
82389	93371
92776	-64576
-89406	24215
80372	80299
76945	39308
92025	-85653
-95965	71188
98716	-66849
-5961	-14218
-17953	-92936
-1799	18151
34596	71669
49099	86945
13231	-50428
65787	-59897
78252	95218
-73496	-35758
38915	-37554
-55544	76275
-30140	8756
-20759	8227
63126	70771
69813	94798
-63072	-27883
84447	-21846
-64989	57984
-50993	55526
19396	89849
-63159	12602
84485	79391
82013	9300
-98032	-7646
12097	14443
43641	11137
-12397	21927
23227	9145
82181	23410
-51558	60437
41050	61159
-18959	-15019
14685	39559
65230	-87188
80604	34963
-96193	39663
38187	10903
36581	-57857
-10254	-80660
-92947	22283
-94328	-51498
-8952	59305
-87721	-36000
4943	60692
38044	-17716
-88699	25174
7269	14154
96201	56986
-20247	20886
-94778	-96225
-99124	36720
93998	29770
-51412	-71213
74464	-18632
42099	-10787
-80676	54005
-88361	-15973
-74980	-72758
19479	19603
-72622	-805
69485	29781
-85674	22001
-54227	35427
-13479	-83282
80626	-16927
-20574	-70876
67647	-69571
79294	-22935
8187	13915
-59252	-64415
7411	7019
-54935	-92226
20942	-41848
-74010	37300
93828	-17183
-66188	-67152
-69332	-22717
8688	95201
89029	19583
90586	64427
97878	-71440
-94040	-62296
68563	62793
-59819	47494
87949	-41374
29977	-64642
61624	30165
91541	-91588
-90305	83981
37697	23457
-91535	37390
31441	-91941
-81606	-28434
73370	-1611
42051	99379
-73036	-49658
-84680	-17270
-51627	-36479
-49023	-4721
-93684	-53118
25797	-6129
-47115	50372
-69329	35558
-62500	88639
-12185	-42964
43945	-9109
-20076	-80567
74385	25272
-66761	13748
4419	-33414
-50215	-79076
89712	2998
-6367	25354
17413	10316
-98171	91816
-35464	61746
-87259	33169
-49351	86499
82854	19804
-46319	42383
97652	11701
95359	25548
-26978	-69886
-3302	4785
-9318	-71768
-45793	-61716
-85512	-31133
93881	-92450
93996	-27962
-77227	-13868
77529	-43514
-83138	50123
29014	66545
-40853	32870
-28770	-50601
-26671	28108
62626	27667
-13855	-46286
-44264	-1645
95373	2573
-17756	-18350
20686	27520
63112	-58398
71030	-65900
51725	-94330
74859	87889
83842	-78775
88511	82381
30206	4476
-76778	-41055
-74005	-39071
-87308	-77870
85856	86376
80846	-48419
-95912	-6471
-36649	76107
86613	-48185
-13351	45945
64689	-23547
-85272	-83990
-98	57859
36541	35948
-94230	-16486
85902	-67953
-16610	-28158
-39068	-38416
96861	11260
-58462	21941
-1206	-22531
91101	4824
57030	88151
72530	-99825
30784	46657
-91014	74894
97712	-75122
76068	78229
43008	40388
-75084	-41312
87433	-5923
4662	-83375
53263	51863
-22186	-37885
45447	-22263
-96342	99526
-40142	55230
-97599	18166
-78677	-29426
6770	-67300
1188	73175
-42056	87459
67517	77659
9166	-84392
-19443	-73345
63062	-72931
-38045	94573
87637	88414
38274	80053
-68863	-46590
-12347	8379
-12625	-95317
3067	-54969
50850	-25049
-73579	-92311
-55097	30563
4826	56379
-93620	20555
73668	-59900
66678	-78775
80728	-16882
81795	-60790
-68656	5294
32897	75332
-43242	88156
-55838	96947
86051	-77926
46052	-81654
36669	99780
49919	-53287
-70642	57614
-6258	-84576
80399	-91761
69025	96994
-72662	57220
45302	-35300
-96002	50741
71431	-45046
-3625	-37139
-48252	-28266
83069	-1899
70402	69887
-7738	58772
-31401	-44094
91778	6360
-32793	-47254
-30377	32395
-28915	89539
-40553	-53374
91735	-2447
-81308	88952
-18712	-79479
-23224	-23558
-16457	-19560
-63525	-92083
-23266	79232
33713	-34061
-92125	62141
39341	-20316
99983	20527
21005	42081
51198	69677
74050	-89303
38725	1580
-22525	64260
-9243	83045
34270	-64667
-4056	-53640
-84965	94534
82713	2674
-60395	-77176
-80350	97517
-96521	-24207
63367	23444
84161	17476
-88267	6468
47092	-18877
8016	-8967
-88303	-99500
-14540	62462
35091	-52348
41979	66390
24373	-88295
-8852	11396
-2058	-41827
48300	-25904
82140	-80645
-20455	-34821
51575	83803
66684	-39582
-208	76462
-77552	52408
-38457	-49021
-71811	36813
98729	51798
-39906	-88844
9136	-53944
-79808	-65315
-79560	-26094
-5150	74634
-8505	-79197
-73814	47156
58756	-23604
-99265	-49475
-62242	-87930
-65083	83650
17888	82804
68309	-55243
-26743	38904
63399	13058
-46698	19289
54455	-69490
13815	-9594
88347	-78726
2434	-6534
-43415	-86776
22155	-32400
-69454	58881
-37690	-72366
-19193	-7597
8468	-7400
-13308	4760
-78931	84701
-76418	-29013
7164	-51642
53246	-78579
-99555	75075
-63607	13075
-88163	-37731
36813	-72182
16226	82806
-7023	784
-99523	-3081
95594	65442
-86275	-744
-71371	91019
32962	-38747
-93565	-16532
85302	2591
-28874	22943
52853	-94549
2004	-81261
-73055	-28646
-67207	-23080
75539	-87216
-27365	-3634
40974	-29572
83250	35720
94745	-48262
-22649	-73268
-58129	97647
-27645	-51240
89443	1686
58623	24669
-27717	29341
-77096	-49831
-36791	15391
5377	-73401
86225	53116
-37417	31453
-1974	-68389
-41210	31425
6510	26115
14732	-80457
-45400	1104
5395	-59070
-86553	-52923
17437	61011
1199	-60700
52048	25499
71825	80447
90490	-36774
-96958	68927
-72741	90916
53233	20840
-80261	93243
-45702	65877
-96553	-27970
60722	-63878
-21632	-14805
-15318	-28420
84625	-70927
-87134	77405
54629	56980
22727	-14819
-45929	-27589
94234	94224
5575	87015
47725	-1206
26491	91494
-70682	-56813
-93704	-48160
-87614	89117
-776	13815
-13068	28375
14222	75364
-31748	28685
47015	-30371
72137	61771
17997	90514
-24124	-69950
-45118	-11762
12698	-17994
90474	64091
-68180	-13841
33618	-98397
97118	-80302
-84648	85594
94488	-79777
12446	81083
71286	47663
-93011	70805
-59166	8346
-46630	-16938
50749	4289
92925	80921
35972	-11793
81755	29269
-44336	28339
-21362	-92008
47717	17068
77650	-2452
-74556	-6513
-35920	-72524
-11907	92389
22402	-51124
20133	-19162
-68497	68666
13842	-1662
45092	-33592
-34448	77745
74125	3791
-32045	91477
-36691	32318
-50772	-58824
85159	-93448
94263	88889
62814	18236
-75846	-86064
76733	-19101
7122	72054
10604	15047
-72594	-67995
48240	10800
48214	-30267
-54073	77841
-29362	-88706
-26356	31814
12508	33151
43764	-88207
-90491	-47926
27278	75226
75397	66757
95319	74752
-50952	-50608
-82347	-14462
3057	27851
-99955	-77673
92009	47720
-51169	-37909
-21952	58343
-86268	-28754
87229	28149
78871	-74396
22196	61936
47197	6766
85039	-33611
94892	60407
48782	-9977
-39892	-90078
56741	-50136
74278	-66850
26075	49550
44454	30398
85198	92187
-48431	38773
-15771	96165
-57774	-19212
83557	-66715
60546	74517
47590	-74098
91806	-21954
-50857	-36532
-28937	92748
-75563	28693
47617	-92107
9549	59712
-9849	-66608
-63820	17001
-32442	-62038
67962	72447
-53087	-13251
-81932	-7170
-87245	-44518
4745	51125
-69235	-12530
-26589	-33581
54161	-44752
-57678	46849
-97472	-9517
-86630	89881
-69463	-46308
30375	80349
-52074	-70352
64337	-80915
-47664	54814
-41591	-86417
-6999	9912
-25069	-32957
-3959	-56235
-47306	-86756
50993	33763
4651	62111
-16535	-66138
64636	-55545
-79798	12746
26213	74248
-9435	-57194
7588	82933
-97622	64842
-76397	22653
80279	23906
49146	-16093
-38846	48468
17872	28034
-96053	-71936
-84039	-3942
-9934	33900
2714	22797
-34188	22323
-81914	-41213
-90311	-37109
21852	-17550
95167	-59252
-50095	71064
-36591	97261
-29739	91479
-79351	-6573
74665	70157
31385	-92750
-48733	-93004
-8768	9369
49646	8522
32205	-99590
71547	33437
38444	-60915
-1002	-32878
-68212	-58185
6061	71583
-75664	-7375
91278	93475
-70943	66378
14953	55196
69732	-61138
-71278	2697
37909	34046
-55553	38538
7309	41801
5273	29824
-64983	-71338
-6230	-51923
-45991	-40311
40405	71706
-6995	-48727
80135	61629
-52656	-17286
45774	6735
68504	8668
83813	-71752
-59898	35073
31723	-69293
64646	-52087
-94670	-7873
98002	-82817
-89329	97084
-62491	-62308
-83187	33796
-5182	-86169
4430	99952
66054	-52794
39523	-8100
49507	-55971
12457	87936
-44920	-76570
-70402	-21164
-126	78361
-51896	47379
90733	-82500
4053	-46468
57307	99611
-137	43045
18090	61019
89046	-35351
37106	32437
-75330	-45367
-39629	-56947
-77541	-72517
8938	17889
30275	97395
-50721	-11390
-7176	-52144
61963	-41458
53716	-34883
86030	89371
46607	56270
29145	10023
92939	-16232
2585	-12531
45910	65614
65284	44728
-1423	14079
42617	-36922
8599	-84312
23307	63495
82937	-8656
-68243	26616
12894	-82148
23345	-18987
53209	-59275
-43370	66318
98468	-36946
59124	60771
-74051	56332
-77762	51989
46058	6535
-63797	-74703
-70158	-17630
7192	45686
67648	-7510
86599	-82508
53799	84631
86347	20143
89238	31958
54310	38826
-52589	-49391
-59637	-64310
-41770	97234
96293	-59809
-69222	6525
21722	-23525
-42525	-53927
-6591	91173
-79225	-10466
96735	96746
57998	38978
15869	-96453
-69251	63409
-66936	77990
-7563	62844
37721	34757
50712	15968
52306	-52294
81240	-75754
44906	-52829
65035	26541
17147	60587
-6375	-74357
-68600	48893
-85306	-58259
-27362	-7090
75356	87795
-71996	-8085
61085	47836
11115	50884
-74636	31660
58277	-46626
58449	-22009
-19708	43779
-46772	83054
66170	-24276
91929	42676
4064	22572
99571	-86635
-90115	91576
88301	-78501
35550	-65068
-48617	79589
-33522	9009
56402	-95232
11901	-2703
-65690	76983
-58238	-16890
-35711	-76947
30414	34837
-86061	-32399
-69985	-50443
-89841	53021
15480	90081
-11882	98010
-81960	45988
-5930	37846
-4112	50992
-97678	69455
78110	96972
-52529	10457
-37968	99266
-29877	-26240
44310	88334
27606	57907
-77461	29641
30772	-41755
16840	-93357
-66207	-84841
29860	-59006
25937	32941
-11229	69617
-47375	-73447
